author,author_type,location,deal_type,accommodation_type,floors_count,rooms_count,total_meters,price,district,underground,price_per_meter,availability_underground
Kalinka Group,real_estate_agent,Москва,sale,flat,4,3,133.9,136000000.0,Арбат,Арбатская,1015683,True
Capital Group,developer,Москва,sale,flat,85,3,156.6,140353328.0,Пресненский,Москва-Сити,896254,True
Стрелецкая Слобода,developer,Москва,sale,flat,8,3,122.1,160561500.0,Таганский,Китай-город,1315000,True
NF Group - ex-Knight Frank,real_estate_agent,Москва,sale,flat,6,3,162.0,312300299.0,Хамовники,Парк Культуры,1927780,True
Whitewill,real_estate_agent,Москва,sale,flat,7,3,116.8,357500000.0,Тверской,Савёловская,3060788,True
ГОРОБМЕН,real_estate_agent,Москва,sale,flat,17,3,80.0,29500000.0,Черемушки,Новые Черёмушки,368750,True
Century 21 Premium Property,real_estate_agent,Москва,sale,flat,20,3,70.0,32500000.0,Даниловский,Технопарк,464286,True
Century 21 Level,real_estate_agent,Москва,sale,flat,28,3,60.0,43500000.0,Раменки,Раменки,725000,True
Главстрой,developer,Москва,sale,flat,9,3,105.7,53864951.0,Филевский парк,Фили,509602,True
Century 21 Premium Property,real_estate_agent,Москва,sale,flat,6,3,86.0,58000000.0,Даниловский,Технопарк,674419,True
Whitewill,real_estate_agent,Москва,sale,flat,8,3,92.0,63420983.0,Хамовники,Смоленская,689359,True
do A.S.A.P.,real_estate_agent,Москва,sale,flat,20,3,80.0,82000000.0,Пресненский,Деловой центр,1025000,True
Point Estate Город,real_estate_agent,Москва,sale,flat,9,3,101.0,103000000.0,Можайский,Давыдково,1019802,True
Стрелецкая Слобода,developer,Москва,sale,flat,8,3,118.6,155959000.0,Таганский,Китай-город,1315000,True
Андрей Давыдов,realtor,Москва,sale,flat,8,3,89.0,188240000.0,Якиманка,Полянка,2115056,True
Whitewill,real_estate_agent,Москва,sale,flat,14,3,103.0,203000000.0,Хамовники,Киевская,1970874,True
OXE CAPITAL - Элитная Недвижимость,real_estate_agent,Москва,sale,flat,8,3,161.6,265500000.0,Арбат,Арбатская,1642946,True
FS PROPERTY,real_estate_agent,Москва,sale,flat,8,3,202.4,509289719.0,Хамовники,Парк Культуры,2516254,True
ID 98566399,homeowner,Москва,sale,flat,9,3,59.6,15800000.0,Солнцево,Говорово,265101,True
ГОРОБМЕН,real_estate_agent,Москва,sale,flat,16,3,77.5,27200000.0,Войковский,Войковская,350968,True
Whitewill,real_estate_agent,Москва,sale,flat,4,3,129.0,31950000.0,Марьина роща,Марьина Роща,247674,True
Century 21 Premium Property,real_estate_agent,Москва,sale,flat,11,3,98.0,36300000.0,Останкинский,Алексеевская,370408,True
Century 21 Premium Property,real_estate_agent,Москва,sale,flat,53,3,81.7,38000000.0,Хорошево-Мневники,Народное Ополчение,465116,True
Century 21 Premium Property,real_estate_agent,Москва,sale,flat,35,3,95.7,38500000.0,Останкинский,Алексеевская,402299,True
РКС Девелопмент,developer,Москва,sale,flat,16,3,82.79,38431118.0,Даниловский,Тульская,464200,True
AR Realty - Real Estate Agency,real_estate_agent,Москва,sale,flat,36,3,71.0,38900000.0,Хорошево-Мневники,Шелепиха,547887,True
Century 21 Premium Property,real_estate_agent,Москва,sale,flat,11,3,75.8,39950000.0,Останкинский,Алексеевская,527045,True
AFI Development,developer,Москва,sale,flat,25,3,73.2,39912634.0,Обручевский,Воронцовская,545255,True
Whitewill,real_estate_agent,Москва,sale,flat,28,3,76.6,41000000.0,Войковский,Водный стадион,535248,True
Кирилл Чистобородов,realtor,Москва,sale,flat,9,3,73.4,41900000.0,Хамовники,Фрунзенская,570845,True
SUNRISE Estate,real_estate_agent,Москва,sale,flat,43,3,82.6,42950000.0,Хорошево-Мневники,Шелепиха,519976,True
Century 21 Street Realty,real_estate_agent,Москва,sale,flat,56,3,113.5,46000000.0,Раменки,Аминьевская,405286,True
Monumental Group,real_estate_agent,Москва,sale,flat,8,3,70.0,51990000.0,Тверской,Охотный ряд,742714,True
Whitewill,real_estate_agent,Москва,sale,flat,21,3,79.4,52000000.0,Басманный,Чкаловская,654912,True
ЛИДЕР Риэлти,real_estate_agent,Москва,sale,flat,24,3,120.0,57000000.0,Раменки,Аминьевская,475000,True
Century 21 Premium Property,real_estate_agent,Москва,sale,flat,12,3,97.4,77000000.0,Раменки,Мичуринский проспект,790554,True
Monumental Group,real_estate_agent,Москва,sale,flat,12,3,100.0,100000000.0,Пресненский,Пушкинская,1000000,True
Monumental Group,real_estate_agent,Москва,sale,flat,8,3,130.0,110000000.0,Замоскворечье,Третьяковская,846154,True
Whitewill,real_estate_agent,Москва,sale,flat,18,3,207.0,310000000.0,Пресненский,Улица 1905 года,1497585,True
ЕСН,real_estate_agent,Москва,sale,flat,9,3,53.7,16400000.0,Тимирязевский,Петровско-Разумовская,305400,True
Мантис Групп,real_estate_agent,Москва,sale,flat,12,3,64.6,17900000.0,Нагорный,Нагорная,277090,True
Dream Realty,real_estate_agent,Москва,sale,flat,22,3,73.4,20500000.0,Бескудниковский,Верхние Лихоборы,279292,True
Whitewill,real_estate_agent,Москва,sale,flat,4,3,61.8,21900000.0,Марьина роща,Марьина Роща,354369,True
One Moscow,real_estate_agent,Москва,sale,flat,21,3,78.7,27500000.0,Хорошевский,Полежаевская,349428,True
Whitewill,real_estate_agent,Москва,sale,flat,27,3,59.0,27990000.0,Замоскворечье,Павелецкая,474407,True
Homeapp,real_estate_agent,Москва,sale,flat,21,3,67.4,31000000.0,Фили-Давыдково,Славянский бульвар,459941,True
Татьяна Иванова,realtor,Москва,sale,flat,26,3,65.0,30999000.0,Алексеевский,Алексеевская,476908,True
Romanov Estate,real_estate_agent,Москва,sale,flat,49,3,89.97,33285000.0,Савеловский,Дмитровская,369957,True
Ксения Шахматова,realtor,Москва,sale,flat,8,3,82.0,34900000.0,Алексеевский,ВДНХ,425610,True
PEOPLE,real_estate_agent,Москва,sale,flat,52,3,78.0,36700000.0,Раменки,Раменки,470513,True
PEOPLE,real_estate_agent,Москва,sale,flat,52,3,70.0,36500000.0,Раменки,Раменки,521429,True
Homeapp,real_estate_agent,Москва,sale,flat,25,3,94.7,37990000.0,Кунцево,Молодёжная,401162,True
Century 21 Premium Property,real_estate_agent,Москва,sale,flat,35,3,100.0,38500000.0,Останкинский,Алексеевская,385000,True
PEOPLE,real_estate_agent,Москва,sale,flat,52,3,78.0,40500000.0,Раменки,Раменки,519231,True
ID 31168379,homeowner,Москва,sale,flat,16,3,103.6,45000000.0,Крылатское,Крылатское,434363,True
Homeapp,real_estate_agent,Москва,sale,flat,18,3,112.5,58000000.0,Можайский,Кунцевская,515556,True
333980,real_estate_agent,Москва,sale,flat,19,3,100.0,59990000.0,Раменки,Университет,599900,True
Whitewill,real_estate_agent,Москва,sale,flat,32,3,83.3,60000000.0,Даниловский,Павелецкая,720288,True
Whitewill,real_estate_agent,Москва,sale,flat,5,3,81.0,63990000.0,Тверской,Новослободская,790000,True
ID 438578,real_estate_agent,Москва,sale,flat,38,3,140.0,65000000.0,Раменки,Ломоносовский проспект,464286,True
333980,real_estate_agent,Москва,sale,flat,17,3,135.4,69900000.0,Раменки,Университет,516248,True
One Moscow,real_estate_agent,Москва,sale,flat,34,3,98.6,79000000.0,Пресненский,Белорусская,801217,True
Whitewill,real_estate_agent,Москва,sale,flat,22,3,115.0,82350000.0,Крылатское,Крылатское,716087,True
Whitewill,real_estate_agent,Москва,sale,flat,9,3,101.0,103000000.0,Можайский,Давыдково,1019802,True
Whitewill,real_estate_agent,Москва,sale,flat,7,3,130.0,110000000.0,Замоскворечье,Третьяковская,846154,True
Whitewill,real_estate_agent,Москва,sale,flat,3,3,234.7,125000000.0,Хорошево-Мневники,Народное Ополчение,532595,True
Monumental Group,real_estate_agent,Москва,sale,flat,8,3,130.0,130000000.0,Якиманка,Полянка,1000000,True
Андрей Давыдов,realtor,Москва,sale,flat,11,3,117.0,134550000.0,Дорогомилово,Парк Победы,1150000,True
Whitewill Москва-Сити,real_estate_agent,Москва,sale,flat,73,3,220.0,135000000.0,Пресненский,Деловой центр,613636,True
Whitewill,real_estate_agent,Москва,sale,flat,4,3,134.0,136000000.0,Арбат,Арбатская,1014925,True
Метриум Премиум Городская недвижимость,real_estate_agent,Москва,sale,flat,37,3,100.9,150000000.0,Дорогомилово,Поклонная,1486620,True
Whitewill,real_estate_agent,Москва,sale,flat,8,3,125.3,158500000.0,Таганский,Чкаловская,1264964,True
Stapler Estate,real_estate_agent,Москва,sale,flat,6,3,165.0,400000000.0,Хамовники,Кропоткинская,2424242,True
NF Group - ex-Knight Frank,real_estate_agent,Москва,sale,flat,6,3,152.0,451634279.0,Хамовники,Парк Культуры,2971278,True
Homeapp,real_estate_agent,Москва,sale,flat,9,3,56.9,11200000.0,Восточное Измайлово,Первомайская,196837,True
EstateLiga,real_estate_agent,Москва,sale,flat,9,3,59.0,12700000.0,Восточное Измайлово,Первомайская,215254,True
ID 95936486,homeowner,Москва,sale,flat,9,3,58.5,12900000.0,Чертаново Центральное,Пражская,220513,True
Этажи Москва,real_estate_agent,Москва,sale,flat,9,3,58.5,13490000.0,Чертаново Центральное,Пражская,230598,True
Этажи Москва,real_estate_agent,Москва,sale,flat,9,3,62.9,14500000.0,Восточное Дегунино,Верхние Лихоборы,230525,True
Этажи Москва,real_estate_agent,Москва,sale,flat,12,3,70.5,21300000.0,Перово,Перово,302128,True
Isaev Estate,real_estate_agent,Москва,sale,flat,25,3,73.0,21500000.0,Метрогородок,Бульвар Рокоссовского,294521,True
Центральный Департамент Недвижимости,real_estate_agent,Москва,sale,flat,24,3,86.0,21700000.0,Северное Бутово,Бульвар Дмитрия Донского,252326,True
ГОРОБМЕН,real_estate_agent,Москва,sale,flat,12,3,66.0,24000000.0,Басманный,Бауманская,363636,True
Навигатор,real_estate_agent,Москва,sale,flat,17,3,75.0,25000000.0,Черемушки,Новые Черёмушки,333333,True
AR Realty - Real Estate Agency,real_estate_agent,Москва,sale,flat,21,3,79.1,25900000.0,Хорошевский,Полежаевская,327434,True
ID 600665,homeowner,Москва,sale,flat,14,3,73.4,28000000.0,Лефортово,Лефортово,381471,True
Apple Real Estate,real_estate_agent,Москва,sale,flat,6,3,68.0,30000000.0,Тверской,Савёловская,441176,True
Метриум Премиум Городская недвижимость,real_estate_agent,Москва,sale,flat,44,3,69.0,31700000.0,Пресненский,Улица 1905 года,459420,True
PEOPLE,real_estate_agent,Москва,sale,flat,22,3,62.7,32200000.0,Хорошево-Мневники,Терехово ,513557,True
RMRealty,real_estate_agent,Москва,sale,flat,4,3,75.6,32150000.0,Замоскворечье,Серпуховская,425265,True
MONEYARD,real_estate_agent,Москва,sale,flat,28,3,69.8,32200000.0,Нагатино-Садовники,Нагатинская,461318,True
PEOPLE,real_estate_agent,Москва,sale,flat,23,3,62.4,34000000.0,Хорошево-Мневники,Терехово ,544872,True
ЕСН,real_estate_agent,Москва,sale,flat,3,3,70.0,35000000.0,Лефортово,Серп и Молот,500000,True
Isaev Estate,real_estate_agent,Москва,sale,flat,33,3,78.1,36000000.0,Хорошево-Мневники,Шелепиха,460948,True
Whitewill,real_estate_agent,Москва,sale,flat,12,3,72.9,38000000.0,Обручевский,Воронцовская,521262,True
GRAND ESTATE - Премиальная недвижимость,real_estate_agent,Москва,sale,flat,8,3,80.0,38700000.0,Гагаринский,Университет,483750,True
EstateLiga,real_estate_agent,Москва,sale,flat,41,3,76.8,39990000.0,Раменки,Кутузовская,520703,True
Этажи Москва,real_estate_agent,Москва,sale,flat,16,3,108.0,40990000.0,Лефортово,Лефортово,379537,True
Apple Real Estate,real_estate_agent,Москва,sale,flat,7,3,98.0,43900000.0,Донской,Ленинский проспект,447959,True
GRAND ESTATE - Премиальная недвижимость,real_estate_agent,Москва,sale,flat,10,3,105.5,44000000.0,Таганский,Таганская,417062,True
Isaev Estate,real_estate_agent,Москва,sale,flat,39,3,81.4,43900000.0,Ростокино,Улица Сергея Эйзенштейна,539312,True
PEOPLE,real_estate_agent,Москва,sale,flat,23,3,58.4,43690000.0,Хорошево-Мневники,Терехово ,748116,True
Apple Real Estate,real_estate_agent,Москва,sale,flat,20,3,77.0,45000000.0,Пресненский,Москва-Сити,584416,True
Sezar Group,developer,Москва,sale,flat,51,3,97.03,45410040.0,Хорошевский,Хорошёвская,468000,True
ID 438578,real_estate_agent,Москва,sale,flat,17,3,86.0,46000000.0,Раменки,Раменки,534884,True
GRAND ESTATE - Премиальная недвижимость,real_estate_agent,Москва,sale,flat,12,3,90.0,46500000.0,Таганский,Таганская,516667,True
Apple Real Estate,real_estate_agent,Москва,sale,flat,25,3,76.0,49000000.0,Очаково-Матвеевское,Матвеевская,644737,True
GRAND ESTATE - Премиальная недвижимость,real_estate_agent,Москва,sale,flat,16,3,80.0,49000000.0,Хамовники,Киевская,612500,True
GRAND ESTATE - Премиальная недвижимость,real_estate_agent,Москва,sale,flat,7,3,100.0,49000000.0,Замоскворечье,Добрынинская,490000,True
GRAND ESTATE - Премиальная недвижимость,real_estate_agent,Москва,sale,flat,14,3,130.0,50000000.0,Марьина роща,Достоевская,384615,True
Apple Real Estate,real_estate_agent,Москва,sale,flat,8,3,96.0,52000000.0,Дорогомилово,Киевская,541667,True
СЕДЬМОЕ НЕБО,real_estate_agent,Москва,sale,flat,15,3,100.0,52500000.0,Алексеевский,ВДНХ,525000,True
ID 94136074,homeowner,Москва,sale,flat,40,3,95.0,52250000.0,Раменки,Аминьевская,550000,True
GRAND ESTATE - Премиальная недвижимость,real_estate_agent,Москва,sale,flat,7,3,90.0,54000000.0,Тверской,Маяковская,600000,True
Whitewill,real_estate_agent,Москва,sale,flat,9,3,74.4,54900000.0,Пресненский,Пушкинская,737903,True
PEOPLE,real_estate_agent,Москва,sale,flat,23,3,93.8,55000000.0,Хорошево-Мневники,Терехово ,586354,True
Stapler Estate,real_estate_agent,Москва,sale,flat,52,3,84.0,57000000.0,Раменки,Раменки,678571,True
Apple Real Estate,real_estate_agent,Москва,sale,flat,6,3,107.0,60000000.0,Красносельский,Тургеневская,560748,True
Isaev Estate,real_estate_agent,Москва,sale,flat,7,3,86.2,64000000.0,Басманный,Китай-город,742459,True
ID 438578,real_estate_agent,Москва,sale,flat,17,3,95.0,65000000.0,Раменки,Ломоносовский проспект,684211,True
Apple Real Estate,real_estate_agent,Москва,sale,flat,22,3,117.4,68850000.0,Пресненский,Москва-Сити,586457,True
Apple Real Estate,real_estate_agent,Москва,sale,flat,7,3,90.0,72000000.0,Тверской,Маяковская,800000,True
GRAND ESTATE - Премиальная недвижимость,real_estate_agent,Москва,sale,flat,3,3,150.1,72000000.0,Таганский,Таганская,479680,True
Apple Real Estate,real_estate_agent,Москва,sale,flat,5,3,100.0,75000000.0,Замоскворечье,Павелецкая,750000,True
Apple Real Estate,real_estate_agent,Москва,sale,flat,49,3,138.1,75000000.0,Щукино,Щукинская,543085,True
Apple Real Estate,real_estate_agent,Москва,sale,flat,10,3,132.0,75000000.0,Мещанский,Цветной бульвар,568182,True
BRIGHT ESTATE - городская недвижимость,real_estate_agent,Москва,sale,flat,32,3,83.7,75000000.0,Дорогомилово,Поклонная,896057,True
GRAND ESTATE - Премиальная недвижимость,real_estate_agent,Москва,sale,flat,4,3,117.0,75000000.0,Басманный,Курская,641026,True
Kalinka Group,real_estate_agent,Москва,sale,flat,32,3,83.7,83700000.0,Дорогомилово,Поклонная,1000000,True
Kalinka Group,real_estate_agent,Москва,sale,flat,7,3,136.9,85000000.0,Арбат,Баррикадная,620891,True
Apple Real Estate,real_estate_agent,Москва,sale,flat,19,3,93.0,87000000.0,Раменки,Университет,935484,True
PEOPLE,real_estate_agent,Москва,sale,flat,48,3,106.7,91000000.0,Хорошево-Мневники,Народное Ополчение,852858,True
Apple Real Estate,real_estate_agent,Москва,sale,flat,12,3,95.0,95000000.0,Пресненский,Арбатская,1000000,True
Ирина Титова,realtor,Москва,sale,flat,78,3,120.0,100000000.0,Пресненский,Москва-Сити,833333,True
Apple Real Estate,real_estate_agent,Москва,sale,flat,8,3,130.0,110000000.0,Замоскворечье,Третьяковская,846154,True
Soul Estate,real_estate_agent,Москва,sale,flat,8,3,130.0,110000000.0,Замоскворечье,Третьяковская,846154,True
Kalinka Group,real_estate_agent,Москва,sale,flat,16,3,122.6,113000000.0,Хамовники,Смоленская,921697,True
Apple Real Estate,real_estate_agent,Москва,sale,flat,9,3,146.0,115000000.0,Замоскворечье,Новокузнецкая,787671,True
Метриум Премиум Городская недвижимость,real_estate_agent,Москва,sale,flat,21,3,119.0,115000000.0,Пресненский,Улица 1905 года,966387,True
do A.S.A.P.,real_estate_agent,Москва,sale,flat,63,3,102.5,118000000.0,Пресненский,Москва-Сити,1151220,True
Apple Real Estate,real_estate_agent,Москва,sale,flat,5,3,101.3,120000000.0,Пресненский,Пушкинская,1184600,True
Webster,real_estate_agent,Москва,sale,flat,9,3,102.6,123120000.0,Тверской,Цветной бульвар,1200000,True
RMRealty,real_estate_agent,Москва,sale,flat,8,3,94.0,129500000.0,Якиманка,Полянка,1377660,True
Apple Real Estate,real_estate_agent,Москва,sale,flat,10,3,135.0,134000000.0,Тверской,Пушкинская,992593,True
Apple Real Estate,real_estate_agent,Москва,sale,flat,4,3,134.0,136000000.0,Арбат,Арбатская,1014925,True
Point Estate Город,real_estate_agent,Москва,sale,flat,8,3,130.0,135722080.0,Якиманка,Полянка,1044016,True
Soul Estate,real_estate_agent,Москва,sale,flat,6,3,81.0,137020000.0,Басманный,Чистые пруды,1691605,True
Soul Estate,real_estate_agent,Москва,sale,flat,6,3,153.0,175000000.0,Хамовники,Кропоткинская,1143791,True
Kalinka Group,real_estate_agent,Москва,sale,flat,6,3,160.0,197000000.0,Замоскворечье,Новокузнецкая,1231250,True
Kalinka Group,real_estate_agent,Москва,sale,flat,5,3,146.8,400000000.0,Хамовники,Кропоткинская,2724796,True
Whitewill,real_estate_agent,Москва,sale,flat,6,3,167.8,400000000.0,Хамовники,Кропоткинская,2383790,True
Ашихмин и партнёры,real_estate_agent,Москва,sale,flat,5,3,231.3,522008000.0,Красносельский,Тургеневская,2256844,True
Soul Estate,real_estate_agent,Москва,sale,flat,6,3,194.0,752403491.0,Пресненский,Баррикадная,3878369,True
Optima Development,developer,Москва,sale,flat,41,3,96.3,65573831.0,Хорошевский,Петровский Парк,680933,True
Бест офис на Таганской,real_estate_agent,Москва,sale,flat,9,3,54.2,11150000.0,Гольяново,Гольяново,205720,True
УЮТ,real_estate_agent,Москва,sale,flat,9,3,56.9,12100000.0,Вешняки,Вешняки,212654,True
ОГРК,real_estate_agent,Москва,sale,flat,9,3,60.0,12400000.0,Марьино,Перерва,206667,True
Бест офис на Таганской,real_estate_agent,Москва,sale,flat,9,3,58.3,12700000.0,Отрадное,Отрадное,217839,True
Homeapp,real_estate_agent,Москва,sale,flat,9,3,50.7,13500000.0,Солнцево,Говорово,266272,True
Homeapp,real_estate_agent,Москва,sale,flat,5,3,42.2,13800000.0,Кунцево,Молодёжная,327014,True
Александр Седов,realtor,Москва,sale,flat,12,3,63.0,13800000.0,Зябликово,Шипиловская,219048,True
ФЛИП,real_estate_agent,Москва,sale,flat,12,3,64.7,13999999.0,Богородское,Бульвар Рокоссовского,216383,True
Триумфальная Арка,real_estate_agent,Москва,sale,flat,5,3,66.0,14490000.0,Текстильщики,Текстильщики,219545,True
Макромир,real_estate_agent,Москва,sale,flat,9,3,59.6,14500000.0,Вешняки,Вешняки,243289,True
BERI,real_estate_agent,Москва,sale,flat,12,3,61.0,14890000.0,Выхино-Жулебино,Юго-Восточная,244098,True
Homeapp,real_estate_agent,Москва,sale,flat,9,3,55.6,14990000.0,Коньково,Беляево,269604,True
PRO ОБМЕН,real_estate_agent,Москва,sale,flat,9,3,60.0,15000000.0,Алтуфьевский,Бескудниково,250000,True
ЛэндЛ,real_estate_agent,Москва,sale,flat,9,3,60.0,15000000.0,Чертаново Центральное,Южная,250000,True
CENTURY 21 Перспектива,real_estate_agent,Москва,sale,flat,16,3,77.3,15400000.0,Некрасовка,Некрасовка,199224,True
Homeapp,real_estate_agent,Москва,sale,flat,9,3,59.8,15500000.0,Можайский,Сетунь,259197,True
Homeapp,real_estate_agent,Москва,sale,flat,9,3,57.9,15500000.0,Теплый Стан,Коньково,267703,True
Парадайс,real_estate_agent,Москва,sale,flat,5,3,55.4,15500000.0,Сокольники,Сокольники,279783,True
Prime,real_estate_agent,Москва,sale,flat,16,3,65.0,15600000.0,Нижегородский,Калитники,240000,True
Агентство недвижимости Марии Тарасовой,real_estate_agent,Москва,sale,flat,9,3,56.0,15650000.0,Можайский,Рабочий посёлок,279464,True
Эксклюзив Хоум,real_estate_agent,Москва,sale,flat,20,3,82.6,15700000.0,Бирюлево Восточное,Царицыно,190073,True
ФСК Агент,real_estate_agent,Москва,sale,flat,19,3,89.2,16000000.0,Молжаниновский,not available,179372,False
ГОРОДА,real_estate_agent,Москва,sale,flat,12,3,64.2,16400000.0,Зюзино,Зюзино,255452,True
do A.S.A.P.,real_estate_agent,Москва,sale,flat,5,3,81.5,16400000.0,Выхино-Жулебино,Жулебино,201227,True
Анастасия Ванюшина,realtor,Москва,sale,flat,9,3,60.0,16500000.0,Чертаново Южное,Покровское,275000,True
Наталия Шпрингер,realtor,Москва,sale,flat,9,3,58.7,16500000.0,Коньково,Беляево,281090,True
Парадайс,real_estate_agent,Москва,sale,flat,17,3,74.0,16800000.0,Можайский,Сетунь,227027,True
do A.S.A.P.,real_estate_agent,Москва,sale,flat,22,3,58.0,17235000.0,Нижегородский,Стахановская,297155,True
Макспол Парк Культуры,real_estate_agent,Москва,sale,flat,12,3,65.3,17400000.0,Можайский,Сетунь,266462,True
Prime,real_estate_agent,Москва,sale,flat,5,3,73.0,17500000.0,Можайский,Сетунь,239726,True
Парадайс,real_estate_agent,Москва,sale,flat,31,3,59.0,17800000.0,Метрогородок,Черкизовская,301695,True
ОГРК,real_estate_agent,Москва,sale,flat,12,3,62.2,17999999.0,Строгино,Строгино,289389,True
ГЦН,real_estate_agent,Москва,sale,flat,8,3,59.0,18500000.0,Савеловский,Савёловская,313559,True
Адрес,real_estate_agent,Москва,sale,flat,4,3,67.4,18500000.0,Хорошево-Мневники,Народное Ополчение,274481,True
do A.S.A.P.,real_estate_agent,Москва,sale,flat,23,3,92.7,18770000.0,Некрасовка,Некрасовка,202481,True
Наталия Шпрингер,realtor,Москва,sale,flat,9,3,58.7,18750000.0,Коньково,Беляево,319421,True
One Life,real_estate_agent,Москва,sale,flat,18,3,76.1,19000000.0,Останкинский,Ботанический сад,249671,True
ГОРОДА,real_estate_agent,Москва,sale,flat,17,3,83.8,19200000.0,Марьино,Марьино,229117,True
Денис Циликин,realtor,Москва,sale,flat,12,3,81.0,19299999.0,Северное Бутово,Бульвар Дмитрия Донского,238272,True
Павел Балеевский,realtor,Москва,sale,flat,12,3,61.9,19250000.0,Фили-Давыдково,Давыдково,310985,True
Главстрой,developer,Москва,sale,flat,30,3,68.0,20025660.0,Рязанский,Окская,294495,True
Самолет Плюс Москва,real_estate_agent,Москва,sale,flat,22,3,75.1,20200000.0,Ясенево,Ясенево,268975,True
ФСК Агент,real_estate_agent,Москва,sale,flat,22,3,78.1,20900000.0,Покровское-Стрешнево,Спартак,267606,True
Homeapp,real_estate_agent,Москва,sale,flat,22,3,81.2,21200000.0,Митино,Митино,261084,True
Homeapp,real_estate_agent,Москва,sale,flat,25,3,73.1,21500000.0,Метрогородок,Бульвар Рокоссовского,294118,True
АЯКС,real_estate_agent,Москва,sale,flat,12,3,65.0,21990000.0,Дмитровский,Грачёвская,338308,True
EraOneHolding,developer,Москва,sale,flat,5,4,324.0,436050000.0,Арбат,Смоленская,1345833,True
Whitewill,real_estate_agent,Москва,sale,flat,14,4,96.2,60000000.0,Раменки,Минская,623701,True
MR Group,developer,Москва,sale,flat,44,4,106.29,53378838.0,Марьина роща,Марьина Роща,502200,True
Monumental Group,real_estate_agent,Москва,sale,flat,20,4,139.0,127000000.0,Пресненский,Краснопресненская,913669,True
Homeapp,real_estate_agent,Москва,sale,flat,18,4,212.0,114000000.0,Даниловский,Шаболовская,537736,True
Трансстройинвест,developer,Москва,sale,flat,24,4,102.9,44068057.0,Очаково-Матвеевское,Озёрная,428261,True
ID 109135729,realtor,Москва,sale,flat,11,4,303.0,528508199.0,Хамовники,Фрунзенская,1744251,True
КРОСТ,developer,Москва,sale,flat,47,4,133.1,60294300.0,Хорошево-Мневники,Народное Ополчение,453000,True
Century 21 Street Realty,real_estate_agent,Москва,sale,flat,22,4,139.0,127000000.0,Пресненский,Краснопресненская,913669,True
Regions Development,developer,Москва,sale,flat,15,4,107.21,52298828.0,Преображенское,Преображенская площадь,487817,True
Whitewill,real_estate_agent,Москва,sale,flat,14,4,96.3,59000000.0,Раменки,Минская,612669,True
Whitewill,real_estate_agent,Москва,sale,flat,79,4,250.0,550000000.0,Пресненский,Москва-Сити,2200000,True
Основа,developer,Москва,sale,flat,28,4,85.7,33851500.0,Хорошево-Мневники,Полежаевская,395000,True
HOUSE MALL - Городская недвижимость,real_estate_agent,Москва,sale,flat,56,4,144.0,52500000.0,Ростокино,Ростокино,364583,True
LEGENDA Intelligent Development,developer,Москва,sale,flat,19,4,134.9,72913450.0,Левобережный,Беломорская,540500,True
Apple Real Estate,real_estate_agent,Москва,sale,flat,21,4,226.0,139900000.0,Пресненский,Баррикадная,619027,True
Основа,developer,Москва,sale,flat,31,4,90.3,37474500.0,Марфино,Владыкино,415000,True
PEOPLE,real_estate_agent,Москва,sale,flat,21,4,174.1,163357079.0,Пресненский,Баррикадная,938295,True
Имена,developer,Москва,sale,flat,14,4,100.3,83549900.0,Дорогомилово,Киевская,833000,True
NF Group - ex-Knight Frank,real_estate_agent,Москва,sale,flat,7,4,212.3,245000000.0,Арбат,Арбатская,1154027,True
TWEED,real_estate_agent,Москва,sale,flat,36,4,143.6,130000000.0,Хорошево-Мневники,Шелепиха,905292,True
Донстрой,developer,Москва,sale,flat,9,4,159.2,257442320.0,Хамовники,Спортивная,1617100,True
Level Group,developer,Москва,sale,flat,17,4,95.8,37360215.0,Басманный,Электрозаводская,389981,True
Capital Group,representative_developer,Москва,sale,flat,41,4,117.95,51308250.0,Пресненский,Шелепиха,435000,True
Homeapp,real_estate_agent,Москва,sale,flat,8,4,116.1,37990000.0,Куркино,Молжаниново,327218,True
КОРТРОС,developer,Москва,sale,flat,26,4,75.3,32755500.0,Останкинский,Алексеевская,435000,True
Основа,developer,Москва,sale,flat,20,4,97.13,33801240.0,Преображенское,Преображенская площадь,348000,True
Whitewill Москва-Сити,real_estate_agent,Москва,sale,flat,73,4,426.0,639000000.0,Пресненский,Деловой центр,1500000,True
Level Group,developer,Москва,sale,flat,64,4,75.3,38352038.0,Хорошево-Мневники,Народное Ополчение,509323,True
Основа,developer,Москва,sale,flat,28,4,90.1,36760800.0,Головинский,Коптево,408000,True
Whitewill,real_estate_agent,Москва,sale,flat,17,4,68.7,33000000.0,Беговой,Петровский Парк,480349,True
Level Group,developer,Москва,sale,flat,9,4,78.2,24160272.0,Нижегородский,Нижегородская,308955,True
Эталон,developer,Москва,sale,flat,17,4,115.0,42010840.0,Даниловский,Технопарк,365312,True
Whitewill,real_estate_agent,Москва,sale,flat,8,4,150.0,285000000.0,Красносельский,Сретенский бульвар,1900000,True
NF Group - ex-Knight Frank,real_estate_agent,Москва,sale,flat,41,4,138.2,138000000.0,Хорошевский,Аэропорт,998553,True
Стоун Бридж эстейт,real_estate_agent,Москва,sale,flat,26,4,130.7,120000000.0,Кунцево,Молодёжная,918133,True
Whitewill,real_estate_agent,Москва,sale,flat,10,4,162.0,157000000.0,Басманный,Курская,969136,True
Whitewill,real_estate_agent,Москва,sale,flat,13,4,110.4,97500000.0,Тверской,Новослободская,883152,True
